,title,budget,production_companies,popularity,imdb_score,names
10151,Caged,2887,"Shifty Eye Productions, Panic House Films",12.071,1.34,Cecrópia com Cercóspora
10152,Sanam Teri Kasam,298,"Eros International, Soham Rockstar Entertainment",8.87,9.31,"Def Leppard - Historia, In the Round, In Your Face"
10153,The Dirties,8711,Zapruder Films,8.456,1.04,Roseanna's Grave
10154,Messiah of Evil,648,"International Cine Film Corp., V/M Productions",9.109,9.76,Junkies
10155,Murders in the Rue Morgue,1411,Universal Pictures,8.984,4.86,The Trials of Chickie Tetrazzini
10156,Roll Bounce,9657,Fox Searchlight Pictures,9.196,8.62,Whitezilla Is... Bigga Than a Nigga!!! 2
10157,Sitcom,5492,Fidélité Productions,8.34,4.77,The Watchers
10158,Wildlike,3108,"Tandem Pictures, Greenmachine Film",6.654,5.56,Nordmennenes Egen Historie - Tyskerne Kommer
10159,Badland,2019,Papa Octopus Productions,14.157,9.9,La Malesa
10160,Jauja,4302,"Mantarraya Producciones, Les films du Worso, Massive, 4L, Kamoli Films",5.463,2.72,Crazed
10161,Tin Men,1891,"Silver Screen Partners II, Touchstone Pictures",10.479,5.34,The Final
10162,Triggered,957,,9.016,5.12,"""im sorry i blacked out."""
10163,Eastern Boys,9776,Les Films de Pierre,7.175,6.56,Qurbani
10164,I Smile Back,5772,"Koppelman-Levien, Egoli Tossell Film",5.522,2.39,Victoria
10165,The Canyon,9644,"Pierce-Williams Entertainment, Zero Gravity Management",7.447,2.85,Ever Since We Love
10166,Open Graves,7762,"Open Pictures, Alchemedia Films, Manufacturas Audiovisuales, ICAA",7.559,7.5,Mr. Bean Takes an Exam
10167,Room at the Top,7089,"Romulus Films, Remus",11.939,6.52,Nee Kosam
10168,Guru,7642,Madras Talkies,9.671,7.48,Beijing Watermelon
10169,ICHI,4317,"Warner Bros. Japan, Geneon Entertainment, TBS, The Asahi Shimbun",9.507,5.18,Old Flames
10170,War Pigs,7908,"Schuetzle Company Productions, VMI Worldwide, Verdi Productions, The Fyzz",9.546,6.68,Trans-Siberian Express
10171,Cimarron,2299,RKO Radio Pictures,8.966,1.83,Я вампир: Перерождение
10172,There Was a Crooked Man...,7913,Warner Bros. Pictures,9.629,4.18,The Underground: VHS
10173,Bullet,813,"Village Roadshow Pictures, Clipsal Films, New Line Cinema",11.654,3.75,Ženské oddelenie
10174,Sergeant Rutledge,6348,"John Ford Productions, Warner Bros. Pictures",11.112,5.93,The Patriot
10175,Pod,9879,"Illium Pictures, Alexander Groupe, High Window Films",4.177,7.0,Objectif Kilimandjaro
10176,The Great Ziegfeld,7515,Metro-Goldwyn-Mayer,8.19,5.91,Vivantes lueurs
10177,Zombie Massacre,2894,,7.766,3.41,Made in China: Reforming China's Supply Chain
10178,A Simple Twist of Fate,7134,Touchstone Pictures,9.101,4.24,Unarvugal Thodarkadhai
10179,Night Falls on Manhattan,7150,"Paramount, Spelling Films",10.924,5.81,더 파이팅
10180,"Happy, Texas",367,"Marked Entertainment, Miramax",6.95,5.5,"Cumulative Over 60,000 DL! ! The Ultimate Reverse 3P Harem Doujin Is Faithfully Reproduced In Its Entirety! !"
10181,Dragon Inn,4678,Union Film Company,7.695,3.86,Fires Down Below
10182,Anne of the Thousand Days,986,"Hal Wallis Productions, Universal Pictures",11.279,1.12,The Bolshoi Ballet:  The Nutcracker
10183,Waxwork II: Lost in Time,2576,Contemporary Films,11.38,4.19,Broomsday
10184,Shooting Stars,2260,"Bac Films, Mandarin Film, Canal+, TF1 Films Production",5.799,8.09,Bird
10185,The Banishing,3760,"WestEnd Films, Freeway CAM B.V.",21.695,6.09,Canberra Today and Tomorrow
10186,The Night Stalker,1153,ABC Circle Films,9.895,9.78,Watch 'em Work- Kidstruction
10187,Hangmen Also Die!,7767,"United Artists, Arnold Pressburger Films",8.484,1.12,El conquistador
10188,Battle of the Damned,3957,"Boku Films, Compound B",6.594,3.07,Can He Score 10
10189,Devil's Playground,4393,"HMR Films, Intandem Films, Black & Blue Films",6.238,1.3,The Great Game
10190,Castaway,1513,"United British Artists (UBA), Cannon Group",7.481,5.1,Away for the Day
10191,Greener Grass,8625,"Gulp Splash Productions, Vanishing Angle",6.075,5.72,My First Cum Meeting
10192,The New Romantic,1309,"Independent Edge Films, Nortario Films, JoBro Productions",7.93,6.68,Auguste
10193,Her Smell,8006,"Bow + Arrow Entertainment, Faliro House Productions, Gunpowder & Sky",9.491,6.7,Göta Elf-katastrofen
10194,Chillerama,5339,ArieScope Pictures,7.526,8.59,My Very Own After School Special
10195,Scooby-Doo Meets Batman,4114,"Hanna-Barbera Productions, DC Comics",8.573,1.91,ASSALICIOUS! Cooking in the ass!
10196,Tokyo Fist,2810,Kaijyu Theater,12.106,8.04,Soccer Kids
10197,Sinkhole,5938,"The Tower Pictures, Showbox",15.53,2.03,Waga seishun no eleven
10198,The Bedroom Window,4581,DEG,14.503,8.05,Kahon
10199,My Bodyguard,1002,"Melvin Simon Productions, Market Street Productions, 20th Century Fox",10.289,2.88,Polonsky
10200,Betrayed,3085,"CST Telecommunications, United Artists, Winkler Films",11.474,1.95,"Mijn mother, actress Willeke van Ammelrooy"
10201,Never Die Alone,4623,"White Orchid Films, ContentFilm, Fearon Entertainment, Bloodline Films, Visionbox Pictures",7.519,3.55,Battle at Honnôji Temple
10202,The Thief and the Cobbler,4717,"Allied Filmmakers, Richard Williams Productions, Miramax",13.432,8.8,Coinroom
10203,Sugar Mountain,4845,Yellow Brick Films,6.991,1.1,Yliaika
10204,Dreamkatcher,7124,Taylor Lane Productions,7.72,5.86,Fall
10205,Body Parts,4377,Vista Street Entertainment,9.029,8.18,Deadly Run
10206,Money,5030,"Kamel Films, Create Entertainment, Narola Films",7.71,6.99,My Name Is Petersen
10207,The White Buffalo,5084,"United Artists, Dino De Laurentiis Company",11.531,4.06,Genetics and Us
10208,Best Defense,8655,"Paramount, Cinema Group Ventures",7.794,6.92,To the Tar Sands
10209,The Dentist 2,5064,Trimark Pictures,10.576,8.08,Art of Romance 8
10210,The Mambo Kings,8985,"Regency Enterprises, Alcor Films, Warner Bros. Pictures, Canal+",10.705,4.67,Beyond LIVE - TWICE 5TH WORLD TOUR 'Ready To Be': Fukuoka
10211,Rogue Trader,3338,"Newmarket Capital Group, Granada Productions",10.774,4.78,Unser grünes Berlin
10212,Bon Cop Bad Cop 2,5458,"Jessie Films, Item 7",6.841,7.5,El indiano
10213,The Artifice Girl,8786,"Paper Street Pictures, Last Resort Ideas, Blood Oath",13.851,6.61,Des-tapadas
10214,Amor bandido,4900,"Werner Cine, PUCARÁ cine, Magoya Films",11.615,9.81,Iggy the Eagle
10215,Bandolero!,390,20th Century Fox,10.749,3.34,Notas del Terremoto
10216,Paradise City,5359,"308 Enterprises, Arcana Studio, BondIt Media Capital, Buffalo 8 Productions, Grandave Capital, Yale Productions, Saban Films",33.542,7.99,Petite Properties 5
10217,Officer Down,931,Jeff Most Productions,8.332,2.57,DARKER THAN BLACK: 黒の契約者
10218,Archenemy,5173,"SpectreVision, Legion M, RLJ Entertainment, Head Gear Films, Almost Never Films, Metrol Technology",8.29,2.82,The Berry and the Cane
10219,The Drowning Pool,5714,"First Artists, Coleytown, Turman-Foster Company, David Foster Productions",8.147,3.29,Monsieur Mayonnaise
10220,Goldstone,7075,"Arclight Films, Transmission Pictures, Dark Matter Media",5.302,6.29,Una moneda en el aire
10221,Midnight Lace,140,"Arwin Productions, Universal International Pictures, Ross Hunter Productions",9.088,1.29,Du Shiniang
10222,Killer of Sheep,5704,Milestone FIlms,7.522,6.76,DEAW #6 Stand Up Comedy Show
10223,Spacehunter: Adventures in the Forbidden Zone,3660,"Delphi Productions, Zone Productions, Columbia Pictures",8.43,1.92,Peixes
10224,"Bright Lights, Big City",3091,"Star Partners, United Artists, Mirage Enterprises, CST Telecommunications",8.17,4.14,Prema Geema Jane Do
10225,Jai Bhim,4229,2D Entertainment,8.841,6.46,FOTE Interviews
10226,The Bat,2344,Liberty Pictures,6.671,6.76,Red Top
10227,Force of Evil,5187,"Roberts Pictures Inc., Enterprise Productions, Metro-Goldwyn-Mayer",9.679,9.52,You Gotta Go There To Come Back
10228,The Diary Of Anne Frank,8734,Universal Pictures,8.329,7.85,Asa-Nisse - Welcome to Knohult
10229,Friendly Persuasion,4471,"Allied Artists, B-M Productions",11.734,6.08,The Man
10230,Nuts,1477,"Barwood Films, Warner Bros. Pictures",9.664,1.73,Nazca Desert Mystery
10231,The Curse,9839,Trans World Entertainment (TWE),7.935,9.94,The Power and the Glory
10232,Looker,5850,"The Ladd Company, Warner Bros. Pictures",11.405,6.53,Happy End
10233,Bingo Hell,6111,"Amazon Studios, Blumhouse Television, Blumhouse Productions, Luchagore Productions",9.27,4.89,Charli XCX: MELT! 2013
10234,Without Warning,2097,"Heritage Enterprises Inc., World Amusement Partnership #106, Filmways Pictures",7.704,4.77,The Atom And Us
10235,Angel and the Badman,30,John Wayne Productions,12.409,2.73,Carmen's Dirty Secrets
10236,Brownian Movement,3880,"Serendipity Films, Circe Films, Coin Film",8.516,2.06,Pehlivan
10237,Of Human Bondage,2054,RKO Radio Pictures,12.826,2.61,Judgment Day: The Ellie Nesler Story
10238,They Were Expendable,9630,Metro-Goldwyn-Mayer,9.285,7.74,Doggo and the Shotguns Choir
10239,Boo,8544,"Graveyard Filmworks, Kismet Entertainment Group",6.899,7.39,The Fabulous Suzanne
10240,Robot Jox,580,"Empire Pictures, Altar Productions",9.523,6.58,Attention danger travail
10241,Terror by Night,7412,Universal Pictures,8.045,6.6,Gettysburg: The Boys in Blue & Gray
10242,Man Hunt,2646,20th Century Fox,7.924,3.06,The Home Within
10243,The Dead Lands,6549,General Film Corporation,6.483,2.87,Breathing In
10244,Valley of the Dolls,3048,"Red Lion, 20th Century Fox",19.902,9.24,Vinyl
10245,Guzaarish,752,"Prime Focus, UTV Motion Pictures, Bhansali Productions",8.105,4.34,NJPW G1 Climax 28: Day 6
10246,Curious George 2: Follow That Monkey!,9326,"Universal Pictures, Imagine Entertainment, Universal Animation Studios",18.508,8.34,Magie van de Montage
10247,Most Beautiful Island,8110,"Glass Eye Pix, Palomo Films",7.344,7.37,Pyar Mei Qurban
10248,Life of a King,7389,,7.75,1.39,My Limbotic Journey To Euphoria
10249,James White,675,"Relic Pictures, BorderLine Films",5.153,6.35,Tight Ends & Wide Receivers 2
10250,Bodied,7131,YouTube Originals,7.446,4.1,Femme4Femme4Femme
10251,Strait-Jacket,1601,"William Castle Productions, Columbia Pictures",8.045,5.28,Quarantine for Two
10252,"Goodbye, Mr. Chips",8856,"Metro-Goldwyn-Mayer, Loew's Incorporated",6.693,2.36,Rock Hard Video Volume 3
10253,Jacknife,6278,"Cineplex-Odeon Films, Kings Road Entertainment, Sandollar-Schaffel Productions",8.305,3.15,La valse à la mode
10254,L.I.E.,9691,"Alter Ego Entertainment, Belladonna Productions",9.485,1.57,Historia de un abrigo de mink
10255,Even Lambs Have Teeth,2628,"WTFilms, Random Bench Productions, Backup Media",9.866,2.33,Criminal Act
10256,Baby Face,596,Warner Bros. Pictures,44.769,8.81,Cafe Tangerine
10257,The Pride of the Yankees,9909,Samuel Goldwyn Productions,9.789,3.6,¡Paso a la juventud..!
10258,Dogfight,808,Warner Bros. Pictures,8.198,5.82,Galneryus-Live for Rebirth
10259,Assassin Club,1644,"Film Bridge International, The Motus Studios",36.325,3.45,Puro cashmere
10260,Witches in the Woods,4617,Gearshift Films,10.043,3.91,Longest Night
10261,Albatross,7385,"Isle of Man Film, CinemaNX",8.639,1.91,The Challenger
10262,Candleshoe,7109,Walt Disney Productions,10.518,9.44,"Набоков, Машенька"
10263,How to Eat Fried Worms,6645,"New Line Cinema, Walden Media",8.353,4.88,A Hole in My Heart
10264,The Care Bears Movie,4313,Nelvana,11.208,6.79,Mila Seeking Senida
10265,976-EVIL,7395,CineTel Films,7.494,3.08,Public Enemy: Reflections of The Black Panthers
10266,Silmido,5986,"Hanmac Films, Cinema Service",13.051,1.41,Legend of the Northwest
10267,High Heat,5886,"BondIt Media Capital, Buffalo 8 Productions, Lucky 13 Productions, Yale Productions",23.707,3.31,Ve Sonsuza Kadar Mutlu Yaşadılar...
10268,How Stella Got Her Groove Back,3184,20th Century Fox,15.26,8.25,Die optische Industriegesellschaft oder darf's ein viertel Pfund mehr sein?
10269,The Girl,6242,"BBC, HBO, Moonlighting Films, Wall to Wall, Warner Bros. Pictures",7.811,5.37,A Girl with Ideas
10270,Book of Love,4368,"Sky Movies, XYZ Films, Watford Films, BuzzFeed Studios, Pimienta Films, Head Gear Films, Metrol Technology",8.423,6.54,Hold Out
10271,Empire of the Ants,446,"Cinema 77, American International Pictures",11.519,7.12,Passenger Side
10272,Road to Paloma,1201,"Pride of Gypsies, Boss Media",7.644,1.1,25 Minutes
10273,FairyTale: A True Story,5638,Icon Productions,8.356,6.64,How to Survive a Dictator...with Munya Chawawa
10274,Gasoline Alley,8231,"308 Enterprises, Highland Film Group, BondIt, Head Gear Films, Metrol Technology, Yale Productions",17.349,9.5,Contactee
10275,Eat Locals,5565,Evolution Pictures,9.737,6.7,Choke It Down
10276,Edge of Fear,5384,,10.019,6.83,Theft in the Express
10277,Yellow Sky,4544,20th Century Fox,8.069,9.05,Island Fever
10278,Forty Guns,1770,20th Century Fox,7.623,8.81,Zinda Dil
10279,Liquid Sky,8694,Z Films Inc.,8.883,8.66,The Bridge
10280,The Glass Key,1562,Paramount,6.166,8.87,Past Midnight
10281,Don't Make Me Go,4588,"Big Beach, De Line Pictures, Amazon Studios",8.877,2.41,Sexual Instinct
10282,Loch Ness,9659,"PolyGram Filmed Entertainment, Working Title Films",11.867,8.58,Skinhead Farewell
10283,Ice,3880,"Art Pictures Studio, Vodorod, Russia-1",6.407,7.09,Surprised by Love
10284,The Swing of Things,202,"Redwire Pictures, Reflecting Pool Productions, Sprockefeller Pictures",11.472,2.53,Vamos Cuba - A Caribbean motor bike adventure
10285,Birdemic 2: The Resurrection,9212,"I Got a Fish Productions, Moviehead Pictures",8.199,3.13,Hayat Çizgisi: Suriye
10286,Prelude to a Kiss,6000,"Gruskoff/Levy Company, ML Film Entertainment International, 20th Century Fox",8.592,4.19,Lorenzo Live 2018
10287,Human Desire,1306,Columbia Pictures,10.969,6.13,The History of the Russian Aircraft Industry
10288,4x4,3859,"Mediapro, Televisión Abierta",11.176,4.11,Some Pigs
10289,Restoration,4040,Miramax,10.861,7.67,Hanni & Nanni 2
10290,Daddy's Little Girls,6126,"Tyler Perry Studios, Lions Gate Films",23.244,4.87,Bhai Jee
10291,Sherlock Holmes and the Secret Weapon,8890,Universal Pictures,8.042,1.96,Svět za vysokou zdí
10292,Black Mountain Side,7325,A Farewell to Kings Entertainment Company,5.587,8.58,Bitcoin Abundance
10293,The Shooting,9327,"Proteus Films, Santa Clara Productions",7.405,4.25,Manipede!
10294,Isle of the Dead,5427,RKO Radio Pictures,4.159,4.6,Radio RCA
10295,The Wings of the Dove,4210,Miramax,9.549,2.0,Care Bears Nutcracker Suite
10296,Loosies,6159,"IFC Films, Woodhaven Production Company",9.103,3.87,El Proceso de Asunción
10297,She's Out of Control,2651,"Weintraub Entertainment Group, Columbia Pictures",9.331,5.35,Ci Hen Mian Mian Wu Jue Qi
10298,"Oh, God!",2627,Warner Bros. Pictures,10.425,4.23,12 mujeres en pugna
10299,We Need to Talk,8902,"Atípica Films, Atresmedia",7.363,7.4,"Occasionally, I Saw Glimpses of Hawai'i"
10300,Trash Humpers,5439,"Alcove Entertainment, Warp Films, Drag City",7.754,6.43,JUL-312 The Insensitive Married Woman Slut From Next Door Drove This Obsessive Compulsive Maso Man
10301,Zarafa,4305,"France 3 Cinéma, Prima Linéa Productions, Chaocorp, Pathé, SCOPE Pictures",7.685,9.9,Between the World and Me
10302,The Bravados,8330,20th Century Fox,12.641,5.8,The Chosen Few
10303,The Perfect Weapon,960,Paramount,15.777,8.5,"Six Seventy-Two Variations, Variation 2"
10304,Roar,4917,American Filmworks,13.817,6.9,ΤΑ ΣΑΙΝΙΑ
10305,S.F.W.,1475,"PolyGram Filmed Entertainment, Gramercy Pictures",7.894,6.39,Faut s'les faire!... Ces légionnaires
10306,Freezer,1025,Envision Media Arts,5.858,6.9,Bhagat Dhanna Jatt
10307,Deathstalker II,6636,"Aries Film International, New Horizons Picture",9.26,4.98,The Last Stich'n Bitch
10308,Best Seller,7853,"Orion Pictures, Hemdale Film",11.107,8.33,The Universe of Keith Haring
10309,What They Had,3714,"June Pictures, United Pictures, Bona Fide Productions",8.771,9.26,Horny MILFs Loaded With Cum
10310,Funhouse,7203,"Ti Bonny Productions, Sandcastle Pictures, Invention Films",8.605,2.68,The Spots on My Leopard
10311,China Moon,7159,Orion Pictures,11.486,1.67,Steel-Man
10312,Eva,8711,"Macassar Productions, ARTE France Cinéma, EuropaCorp",7.247,8.58,Joseph Losey: The Man with Four Names
10313,Coonskin,4637,"Albert S. Ruddy Productions, Bakshi Productions, Paramount, Bryanston Distributing",10.067,3.96,The Best of Bootylicious
10314,The Clinic,6966,"RMB Productions, Great Southern Land Entertainment, Accelerator Films",10.462,2.31,The Gay Bride
10315,Sunday Bloody Sunday,7561,"Vic Films Productions, Vectia",8.88,5.71,The Venetian
10316,Lost in London,882,Waypoint Entertainment,7.401,6.14,The Ambush
10317,Brown Sugar,1864,"Fox Searchlight Pictures, Evergreen Productions, Heller Highwater Productions, Magic Johnson Entertainment, 20th Century Fox",12.395,2.07,Sekaiichi Hatsukoi Movie
10318,Sauna,2289,"Bronson Club, Etic Pictures",4.896,6.57,Suck
10319,Static,1711,Divide Pictures,6.454,7.48,SubMedia Smoothie
10320,Brighton Rock,6860,"Charter Film Productions, Associated British Picture Corporation",7.222,4.99,Down & Out
10321,1984,6979,"Holiday Film Productions Ltd., Columbia Pictures",9.456,2.52,Boeses maedchen
10322,Another Happy Day,9297,"Filmula, Mandalay Pictures, Voltage Pictures, Taggart Productions, Princess Pictures, Red Rover Films, Prop Blast Films, Cineric, New Mexico Media Partners",13.177,3.74,Troublesome Night 19
10323,Dark Web: Cicada 3301,1618,Lionsgate,9.075,8.78,Conquer Calculus 2: The Standard Deviants
10324,Flight of the Intruder,8663,Paramount,10.735,9.74,Прорыв
10325,Paintball,7876,Castelao Productions,9.44,5.15,Daredevil Commandos
10326,They Died with Their Boots On,7962,Warner Bros. Pictures,13.214,3.15,LaZercism
10327,Squirm,7097,"Squirm Company, American International Pictures",12.069,7.95,O Rappa - Ao vivo na Rocinha
10328,Another Thin Man,5439,Metro-Goldwyn-Mayer,8.188,3.42,Four Mothers
10329,The Carmilla Movie,8114,Shaftesbury Films,10.618,2.15,Mermaids: The New Evidence
10330,Cherrybomb,1608,Generator Entertainment,9.58,6.75,Brigitte Kaandorp: Badwater
10331,Homunculus,2080,Booster Project,8.983,3.37,四大才子番外之真假唐伯虎
10332,The Standoff at Sparrow Creek,4771,"Cinestate, Look to the Sky Films, Madhouse Entertainment, Torfoot Films, XYZ Films, Zero Trans Fat Productions",12.128,8.61,Montserrat
10333,Interrogation,2969,WWE Studios,7.771,1.26,Doctor Who: Timelash
10334,The Shout,8213,"The Rank Organisation, Jeremy Thomas Productions, National Film Finance Corporation (NFFC), National Film Trustee Company, Recorded Picture Company",8.886,2.16,Clean Spirit: In the Heart of the Tour
10335,Ice Cream Man,3401,"Doublesteen Productions, David M. Goldstein Productions",11.367,9.31,Oyunbozan
10336,Firestorm,4744,"Edko Films, Sil-Metropole Organisation",11.149,6.23,Contempt
10337,The Invisible Man Returns,1809,Universal Pictures,8.778,2.36,Points of support
10338,Master,6110,"Amazon Studios, Animal Kingdom, Big Indie Pictures",11.765,2.99,The Era of Giants
10339,God's Not Dead: We The People,6027,"Pure Flix Entertainment, Pinnacle Peak Pictures",26.943,1.32,"Love, Life and Laughter"
